Product Handle,Product Title,Product Status,Product Description,Product Thumbnail,Product Image 1,Product Image 2,Product Image 3,Product Image 4,Product Image 5,Product Category 1,Product Category 2,Product Category 3,Product Tag 1,Product Tag 2,Product Tag 3,Product Discountable,Variant Title,Variant Sku,Variant Price KRW,Variant Option 1 Name,Variant Option 1 Value,Variant Manage Inventory,Variant Allow Backorder
메소드메이크업-분장용-콤비펜슬-듀얼펜슬-블랙브라운-아이브로우-아이라인,메소드메이크업 분장용 콤비펜슬 듀얼펜슬 블랙/브라운 아이브로우 아이라인,draft,메소드메이크업 분장용 콤비펜슬 듀얼펜슬 블랙/브라운 아이브로우 아이라인,https://almondyoung.com/web/product/medium/202502/a037295cd7b4651bf69ffbf24aa7716f.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-55fc-772f-9ff6-dfc75b71beb7,2900,,,true,false
메소드-메이크업-스프리트검-국가자격증-수염-접착제,메소드 메이크업 스프리트검 국가자격증 수염 접착제,draft,메소드 메이크업 스프리트검 국가자격증 수염 접착제,https://almondyoung.com/web/product/medium/202502/63b1efd16964c2ce4598f6a1f9677392.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-4efa-724c-9a75-ddebeb3b1d47,2900,,,true,false
분장용-스프리트검-리무버-60ml-수염접착제리무버-메이크업,분장용 스프리트검 리무버 60ml 수염접착제리무버 메이크업,draft,분장용 스프리트검 리무버 60ml 수염접착제리무버 메이크업,https://almondyoung.com/web/product/medium/202502/d3c9af3899c51cd7be8392f9acc38bf2.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-47fe-70eb-950a-136e8037c3d8,2900,,,true,false
메소드101-메이크업-국가자격증-패턴속눈썹-10종-세트-실기시험용,메소드101 메이크업 국가자격증 패턴속눈썹 10종 세트 실기시험용,draft,메소드101 메이크업 국가자격증 패턴속눈썹 10종 세트 실기시험용,https://almondyoung.com/web/product/medium/202502/49b172a98acb741f716841b38cedc923.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-40cb-7071-ad84-0e39b5b2ba51,5100,,,true,false
수염-분장용-메이크업-국가고시-자격증-실기시험용-재료-친수염-생사,수염 분장용 메이크업 국가고시 자격증 실기시험용 재료 친수염 생사,draft,수염 분장용 메이크업 국가고시 자격증 실기시험용 재료 친수염 생사,https://almondyoung.com/web/product/medium/202502/74aef24c4bb76742788fbd751039f806.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-39f5-766d-aac7-65624c175f1a,6500,,,true,false
블랙-투웨이-트위저-꾹꾹이-네일-핀셋,블랙 투웨이 트위저 꾹꾹이 네일 핀셋,draft,블랙 투웨이 트위저 꾹꾹이 네일 핀셋,https://almondyoung.com/web/product/medium/202503/739858f499dacfa9125df93ac0dd0737.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-32b0-753e-875f-9fc977a031e2,1000,,,true,false
핑크-투웨이-트위저-꾹꾹이-네일-핀셋,핑크 투웨이 트위저 꾹꾹이 네일 핀셋,draft,핑크 투웨이 트위저 꾹꾹이 네일 핀셋,https://almondyoung.com/web/product/medium/202503/ce0d0f118e098fe9b080ba0d3764f053.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-2ba8-719f-af84-d33c7c38804f,1000,,,true,false
직선형-파스텔-네일-속눈썹-핀셋-집게-9종,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/e304379c40281282d796f709296d995e.jpg,,,,,,,,,신상품,메이크업,,true,연핑크 [품절],01999bf0-25eb-73ba-8cd9-672c12cacef0,100,,,true,false
직선형-파스텔-네일-속눈썹-핀셋-집게-9종,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/e304379c40281282d796f709296d995e.jpg,,,,,,,,,,,,,연하늘 [품절],01999bf0-2729-729e-b7a9-ed5e8dc9c206,100,,,true,false
직선형-파스텔-네일-속눈썹-핀셋-집게-9종,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/e304379c40281282d796f709296d995e.jpg,,,,,,,,,,,,,연보라 [품절],01999bf0-2863-73dd-b406-21f086ad57cc,100,,,true,false
직선형-파스텔-네일-속눈썹-핀셋-집게-9종,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/e304379c40281282d796f709296d995e.jpg,,,,,,,,,,,,,연노랑 [품절],01999bf0-299c-7573-b6ce-1e090f62571a,100,,,true,false
직선형-파스텔-네일-속눈썹-핀셋-집게-9종,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/e304379c40281282d796f709296d995e.jpg,,,,,,,,,,,,,블랙 [품절],01999bf0-2adf-721a-aaba-ad5196f09e68,100,,,true,false
직선형-파스텔-네일-속눈썹-핀셋-집게-9종,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/e304379c40281282d796f709296d995e.jpg,,,,,,,,,,,,,연두 [품절],01999bf0-2c1d-730b-ab94-8a0cd401e2a7,100,,,true,false
직선형-파스텔-네일-속눈썹-핀셋-집게-9종,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/e304379c40281282d796f709296d995e.jpg,,,,,,,,,,,,,화이트 [품절],01999bf0-2d5d-77c8-9168-a481dfab10c0,100,,,true,false
직선형-파스텔-네일-속눈썹-핀셋-집게-9종,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/e304379c40281282d796f709296d995e.jpg,,,,,,,,,,,,,오렌지 [품절],01999bf0-2e99-73e4-b279-d221aa059c07,100,,,true,false
직선형-파스텔-네일-속눈썹-핀셋-집게-9종,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,직선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/e304379c40281282d796f709296d995e.jpg,,,,,,,,,,,,,핫핑크 [품절],01999bf0-2fdd-76d2-ab2a-a181912eb44c,100,,,true,false
곡선형-파스텔-네일-속눈썹-핀셋-집게-9종,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/a7551f5e9e8d2568bb5932fd761789d5.jpg,,,,,,,,,신상품,메이크업,,true,연핑크 [품절],01999bf0-1f03-7343-993c-f78d362f4043,100,,,true,false
곡선형-파스텔-네일-속눈썹-핀셋-집게-9종,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/a7551f5e9e8d2568bb5932fd761789d5.jpg,,,,,,,,,,,,,연하늘 [품절],01999bf0-203d-7008-a2b3-5906c4ef4c79,100,,,true,false
곡선형-파스텔-네일-속눈썹-핀셋-집게-9종,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/a7551f5e9e8d2568bb5932fd761789d5.jpg,,,,,,,,,,,,,연보라 [품절],01999bf0-2177-715a-966b-b59b866fd82f,100,,,true,false
곡선형-파스텔-네일-속눈썹-핀셋-집게-9종,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/a7551f5e9e8d2568bb5932fd761789d5.jpg,,,,,,,,,,,,,연노랑 [품절],01999bf0-22b1-71ef-9c6e-573d494b58f8,100,,,true,false
곡선형-파스텔-네일-속눈썹-핀셋-집게-9종,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/a7551f5e9e8d2568bb5932fd761789d5.jpg,,,,,,,,,,,,,블랙 [품절],01999bf0-23ec-712a-baf3-145c7b72f83a,100,,,true,false
곡선형-파스텔-네일-속눈썹-핀셋-집게-9종,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/a7551f5e9e8d2568bb5932fd761789d5.jpg,,,,,,,,,,,,,연두 [품절],01999bf0-252b-703d-b0b8-9fcea6b426c6,100,,,true,false
곡선형-파스텔-네일-속눈썹-핀셋-집게-9종,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/a7551f5e9e8d2568bb5932fd761789d5.jpg,,,,,,,,,,,,,화이트 [품절],01999bf0-266c-7293-a046-551e73ca8259,100,,,true,false
곡선형-파스텔-네일-속눈썹-핀셋-집게-9종,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/a7551f5e9e8d2568bb5932fd761789d5.jpg,,,,,,,,,,,,,오렌지 [품절],01999bf0-27a8-70ef-a64d-191c087bba5e,100,,,true,false
곡선형-파스텔-네일-속눈썹-핀셋-집게-9종,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,draft,곡선형 파스텔 네일 속눈썹 핀셋 집게 9종,https://almondyoung.com/web/product/medium/202503/a7551f5e9e8d2568bb5932fd761789d5.jpg,,,,,,,,,,,,,핫핑크 [품절],01999bf0-28e1-74c9-8724-c8a9c7bb2508,100,,,true,false
고급-크리스탈-브러쉬꽂이-보관함-정리함,고급 크리스탈 브러쉬꽂이 보관함 정리함,draft,고급 크리스탈 브러쉬꽂이 보관함 정리함,https://almondyoung.com/web/product/medium/202503/2e215e186ed6caf756c29393b521a871.jpg,,,,,,,,,신상품,메이크업,,true,실버,01999bf0-1836-75e2-a3a6-e53a35055ce7,4000,,,true,false
고급-크리스탈-브러쉬꽂이-보관함-정리함,고급 크리스탈 브러쉬꽂이 보관함 정리함,draft,고급 크리스탈 브러쉬꽂이 보관함 정리함,https://almondyoung.com/web/product/medium/202503/2e215e186ed6caf756c29393b521a871.jpg,,,,,,,,,,,,,골드,01999bf0-1974-728b-94af-c6edc1746dce,4000,,,true,false
네일-브러쉬-세척-전용-디스펜서,네일 브러쉬 세척 전용 디스펜서,draft,네일 브러쉬 세척 전용 디스펜서,https://almondyoung.com/web/product/medium/202504/cb3246038aa5b385036b2bc91edfab55.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-0ff3-707c-9914-63100d03f88a,2500,,,true,false
그라시아-네일-국가고시-자격증-실기-세트,그라시아 네일 국가고시 자격증 실기 세트,draft,그라시아 네일 국가고시 자격증 실기 세트,https://almondyoung.com/web/product/medium/202507/9a562b51408f76e44b4674dda19a27dd.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-090e-76da-ac80-c8cbb3dc4fb7,506700,,,true,false
엔리안-네일-국가고시-자격증-실기-세트,엔리안 네일 국가고시 자격증 실기 세트,draft,엔리안 네일 국가고시 자격증 실기 세트,https://almondyoung.com/web/product/medium/202507/0bf1471b66d8ddf88e516a7b68603ab3.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bf0-021a-76f9-8d2f-75b3feea4326,483700,,,true,false
코코네일-네일-국가고시-시험세트-a,코코네일 네일 국가고시 시험세트 A,draft,코코네일 네일 국가고시 시험세트 A,https://almondyoung.com/web/product/medium/202507/25ca9a5c9b206760f451c4ec3b5aa326.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bef-fa96-72b0-939b-20dea957ff49,420000,,,true,false
양방향-다용도-이쑤시개-면봉100개입,양방향 다용도 이쑤시개 면봉(100개입),draft,양방향 다용도 이쑤시개 면봉(100개입),https://almondyoung.com/web/product/medium/202507/b2ce1f79cb5e9721ed3c8cdcd21663ba.jpg,,,,,,,,,신상품,메이크업,,true,화이트(7cm) [품절],01999bef-f506-7328-bd80-de4f6c80ecbc,280,,,true,false
양방향-다용도-이쑤시개-면봉100개입,양방향 다용도 이쑤시개 면봉(100개입),draft,양방향 다용도 이쑤시개 면봉(100개입),https://almondyoung.com/web/product/medium/202507/b2ce1f79cb5e9721ed3c8cdcd21663ba.jpg,,,,,,,,,,,,,핑크(7cm) [품절],01999bef-f648-7230-8025-45223e8c915d,280,,,true,false
양방향-다용도-이쑤시개-면봉100개입,양방향 다용도 이쑤시개 면봉(100개입),draft,양방향 다용도 이쑤시개 면봉(100개입),https://almondyoung.com/web/product/medium/202507/b2ce1f79cb5e9721ed3c8cdcd21663ba.jpg,,,,,,,,,,,,,화이트(10cm) [품절],01999bef-f786-774f-b413-0b1c14133454,280,,,true,false
브러쉬-세척기-붓-세척-클리너-도구,브러쉬 세척기 붓 세척 클리너 도구,draft,브러쉬 세척기 붓 세척 클리너 도구,https://almondyoung.com/web/product/medium/202508/0f55c4d0f20dc2da22fdfd88a7c21747.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bef-ec5c-72e6-9084-c5656e8ea14d,2000,,,true,false
프리미엄-퀵핏-브로우-자,프리미엄 퀵핏 브로우 자,draft,프리미엄 퀵핏 브로우 자,https://almondyoung.com/web/product/medium/202508/5e79f3b14c6fd554a863922814b1c4b2.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bef-e527-7116-8e86-4974eb17314f,3400,,,true,false
몽당연필-연장-홀더,몽당연필 연장 홀더,draft,몽당연필 연장 홀더,https://almondyoung.com/web/product/medium/202509/7502d761310116776522a7518837cd32.jpg,,,,,,,,,신상품,메이크업,,true,Default,01999bef-de3e-7443-9b93-85154f15c852,350,,,true,false
제이시스-티나스타일링-에센스,제이시스 티나스타일링 에센스,draft,제이시스 티나스타일링 에센스,https://almondyoung.com/web/product/medium/202501/38ddc4ccd1e0005e4ffa5275e1d5d033.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-d752-74f9-bf9d-33c1166c0beb,25000,,,true,false
다용도-염색-짜개-치약-튜브-짜개-물감-짜개-미용재료,다용도 염색 짜개 치약 튜브 짜개 물감 짜개 미용재료,draft,다용도 염색 짜개 치약 튜브 짜개 물감 짜개 미용재료,https://almondyoung.com/web/product/medium/202502/db90e9f1a6ccdf71d4aa82ed1d405981.png,,,,,,,,,신상품,헤어,,true,Default,01999bef-d05b-7798-9d34-8488beb0015b,2500,,,true,false
남자-댄맨-브러쉬-덴맨브러쉬-이발소-바버샵-브러쉬,남자 댄맨 브러쉬 덴맨브러쉬 이발소 바버샵 브러쉬,draft,남자 댄맨 브러쉬 덴맨브러쉬 이발소 바버샵 브러쉬,https://almondyoung.com/web/product/medium/202502/6671007ddb31f229f08225e6c05db96b.png,,,,,,,,,신상품,헤어,,true,Default,01999bef-c961-74f9-a892-5efc0be1e302,720,,,true,false
면도날-보관-케이스-바버샵,면도날 보관 케이스 바버샵,draft,면도날 보관 케이스 바버샵,https://almondyoung.com/web/product/medium/202502/d6c5bd1f14a48466ada027ab1fc89eca.png,,,,,,,,,신상품,헤어,,true,Default,01999bef-c26a-724e-a54e-ee41bff47d73,1600,,,true,false
고정-잘-되는-투명-새부리형-집게,고정 잘 되는 투명 새부리형 집게,draft,고정 잘 되는 투명 새부리형 집게,https://almondyoung.com/web/product/medium/202502/fa52f6c804fc4c45a90aa841ff45db7f.png,,,,,,,,,신상품,헤어,,true,투명,01999bef-bcb2-716c-a736-621ff2106e89,3500,,,true,false
고정-잘-되는-투명-새부리형-집게,고정 잘 되는 투명 새부리형 집게,draft,고정 잘 되는 투명 새부리형 집게,https://almondyoung.com/web/product/medium/202502/fa52f6c804fc4c45a90aa841ff45db7f.png,,,,,,,,,,,,,분홍,01999bef-be0d-758c-b017-994fa5d9fded,3500,,,true,false
고정-잘-되는-투명-새부리형-집게,고정 잘 되는 투명 새부리형 집게,draft,고정 잘 되는 투명 새부리형 집게,https://almondyoung.com/web/product/medium/202502/fa52f6c804fc4c45a90aa841ff45db7f.png,,,,,,,,,,,,,연두,01999bef-bf49-729d-bda3-075dfbe834cf,3500,,,true,false
고정-잘-되는-투명-새부리형-집게,고정 잘 되는 투명 새부리형 집게,draft,고정 잘 되는 투명 새부리형 집게,https://almondyoung.com/web/product/medium/202502/fa52f6c804fc4c45a90aa841ff45db7f.png,,,,,,,,,,,,,노랑,01999bef-c07f-7481-ba70-25890ea98506,3500,,,true,false
고정-잘-되는-투명-새부리형-집게,고정 잘 되는 투명 새부리형 집게,draft,고정 잘 되는 투명 새부리형 집게,https://almondyoung.com/web/product/medium/202502/fa52f6c804fc4c45a90aa841ff45db7f.png,,,,,,,,,,,,,보라,01999bef-c1c3-7373-bfc4-2839bd84412b,3500,,,true,false
동해-꼬리빗-국가고시-시험용-자격증-꼬리빗-1개,동해 꼬리빗 국가고시 시험용 자격증 꼬리빗 1개,draft,동해 꼬리빗 국가고시 시험용 자격증 꼬리빗 1개,https://almondyoung.com/web/product/medium/202502/5d4d800ec27141e00ab201858a55e673.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-b464-755c-b0c1-7935d0ee2f34,200,,,true,false
캐니온-분무기-미용자격증-시험용-학원용,캐니온 분무기 미용자격증 시험용 학원용,draft,캐니온 분무기 미용자격증 시험용 학원용,https://almondyoung.com/web/product/medium/202502/dcd592e40ef00e456f64b6320f954af3.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-ad6a-77fa-96f9-5faa3cf40a61,2400,,,true,false
천혜사-미용사-국가자격증-실기-시험용-인모-컬러링-헤어피스-7레벨,천혜사 미용사 국가자격증 실기 시험용 인모 컬러링 헤어피스 7레벨,draft,천혜사 미용사 국가자격증 실기 시험용 인모 컬러링 헤어피스 7레벨,https://almondyoung.com/web/product/medium/202506/91505b024d4c18eef2c5c7f637effab1.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-a688-757c-9dfd-374e99d93b34,8000,,,true,false
헤어-실기-시험용-스케일링제-mpb레지나-스캘프-스케일링,헤어 실기 시험용 스케일링제 MPB/레지나 스캘프 스케일링,draft,헤어 실기 시험용 스케일링제 MPB/레지나 스캘프 스케일링,https://almondyoung.com/web/product/medium/202502/fa26994f390429f4d2a31d9ecef803a2.png,,,,,,,,,신상품,헤어,,true,Default,01999bef-9f9a-730d-be0a-32f89558258a,2700,,,true,false
국가고시-미용사-자격증-시험용-염색볼,국가고시 미용사 자격증 시험용 염색볼,draft,국가고시 미용사 자격증 시험용 염색볼,https://almondyoung.com/web/product/medium/202502/50f82ee98fc6c7431f3a803644b7b3c9.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-98a6-74ae-80f0-c9dcb3c4120c,2700,,,true,false
고무나라-1000-노란고무줄-고무밴드-7cmx13mm,고무나라 1000 노란고무줄 고무밴드 7cmX1.3mm,draft,고무나라 1000 노란고무줄 고무밴드 7cmX1.3mm,https://almondyoung.com/web/product/medium/202502/ea5e2a64d5aa132cb82c4f4bba09479e.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-91af-75a0-bd5f-0c60907c0424,960,,,true,false
천혜사-미용사-국가고시-시험용-통가발-인모-100-옐로우라벨-레드라벨,천혜사 미용사 국가고시 시험용 통가발 인모 100% 옐로우라벨 레드라벨,draft,천혜사 미용사 국가고시 시험용 통가발 인모 100% 옐로우라벨 레드라벨,https://almondyoung.com/web/product/medium/202506/9145736c602673be2cdde82f170eb0b0.jpg,,,,,,,,,신상품,헤어,,true,옐로우 라벨,01999bef-8bf3-7337-9b1f-450503a551b7,97000,,,true,false
천혜사-미용사-국가고시-시험용-통가발-인모-100-옐로우라벨-레드라벨,천혜사 미용사 국가고시 시험용 통가발 인모 100% 옐로우라벨 레드라벨,draft,천혜사 미용사 국가고시 시험용 통가발 인모 100% 옐로우라벨 레드라벨,https://almondyoung.com/web/product/medium/202506/9145736c602673be2cdde82f170eb0b0.jpg,,,,,,,,,,,,,레드 라벨,01999bef-8d30-751a-9197-5843488d4bc3,97000,,,true,false
데이퓨레테-딥-허브-샴푸-500ml,데이퓨레테 딥 허브 샴푸 500ml,draft,데이퓨레테 딥 허브 샴푸 500ml,https://almondyoung.com/web/product/medium/202504/ef8cf9c13cba4289fa49d3277ffd5381.png,,,,,,,,,신상품,헤어,,true,Default,01999bef-83b5-7705-868f-72336b186577,13000,,,true,false
천혜사-미용사-연습용-마네킹-mdw-v20,천혜사 미용사 연습용 마네킹 MDW-V20,draft,천혜사 미용사 연습용 마네킹 MDW-V20,https://almondyoung.com/web/product/medium/202506/d6e2883be844a200d985c37c10f4265e.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-7c5f-7058-9393-eb8cebf1233d,48000,,,true,false
천혜사-두상-민두-민머리-연습용-마네킹-mmd,천혜사 두상 민두 민머리 연습용 마네킹 MMD,draft,천혜사 두상 민두 민머리 연습용 마네킹 MMD,https://almondyoung.com/web/product/medium/202506/20fe9026d5ff8c08d551bc8ee3d6c3fe.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-7807-723f-a848-3e98f28146f2,14000,,,true,false
천혜사-레귤러-고급-커트-연습용-덧가발-mtw-r-인모-30-18인치,천혜사 레귤러 고급 커트 연습용 덧가발 MTW-R 인모 30% 18인치,draft,천혜사 레귤러 고급 커트 연습용 덧가발 MTW-R 인모 30% 18인치,https://almondyoung.com/web/product/medium/202506/29bb73ffa87faed46b32257139375095.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-6e83-70b6-8223-8db46c088b1e,26000,,,true,false
천혜사-리미티드-중급-커트-연습용-덧가발-mtw-l-아카데미용,천혜사 리미티드 중급 커트 연습용 덧가발 MTW-L 아카데미용,draft,천혜사 리미티드 중급 커트 연습용 덧가발 MTW-L 아카데미용,https://almondyoung.com/web/product/medium/202506/5d8548a5dde829e071a57a61cdb73d1c.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-677d-744b-85a5-b2d90e9be2b6,22000,,,true,false
천혜사-주니어-초급-커트-연습용-덧가발-mtw-j,천혜사 주니어 초급 커트 연습용 덧가발 MTW-J,draft,천혜사 주니어 초급 커트 연습용 덧가발 MTW-J,https://almondyoung.com/web/product/medium/202506/ab76800280aa2ac55462738aa0ce30af.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-607a-7330-a56d-9cd290ec1b13,15000,,,true,false
천혜사-옐로우-100인모-연습용-덧가발-mtw-y-6,천혜사 옐로우 100%인모 연습용 덧가발 MTW-Y (6),draft,천혜사 옐로우 100%인모 연습용 덧가발 MTW-Y (6),https://almondyoung.com/web/product/medium/202506/8615f51ef33f1a9e407c9646826fed13.jpg,,,,,,,,,신상품,헤어,,true,Default,01999bef-5943-711c-8a4a-4ffc3a58923b,35000,,,true,false
손목-고무줄-원터치형,손목 고무줄 원터치형,draft,손목 고무줄 원터치형,https://almondyoung.com/web/product/medium/202507/5d8e839705cd870bc7a405ba74eb2f0a.jpg,,,,,,,,,신상품,헤어,,true,블랙 [품절],01999bef-539f-7755-b51c-d8ca5875a35a,1000,,,true,false
손목-고무줄-원터치형,손목 고무줄 원터치형,draft,손목 고무줄 원터치형,https://almondyoung.com/web/product/medium/202507/5d8e839705cd870bc7a405ba74eb2f0a.jpg,,,,,,,,,,,,,그레이 [품절],01999bef-54e0-7285-8beb-9130e5f7f6d4,1000,,,true,false
